country,location,collected by,populations,individuals,Pyrms233-234,Pyrms319-320,Pyrms37-38,Pyrms427-428,Pyrms47-48,Pyrms607-608,Pyrms63-64,Pyrms657-658,Pyrms77b-78b,Pyrms83-84,Pyrms177b-178b,Pyrms385-386,Pyrms685-686,Pyrms261-262,Pyrms637b-638b,Pyrms221c-222c,Pyrms683b-684b
China,Yunnan,Didier Tharreau,CH4,CH0868,268,287,197,219,171,278,149,166,0,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0869,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0870,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0871,268,287,197,219,171,278,149,0,0,112,90,179,196,232,0,153,255
China,Yunnan,Didier Tharreau,CH4,CH0872,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0873,268,287,197,215,171,278,149,166,194,0,90,179,196,228,139,153,243
China,Yunnan,Didier Tharreau,CH4,CH0875,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0876,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0877,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0878,268,287,197,219,171,278,149,166,194,112,90,179,196,232,0,153,255
China,Yunnan,Didier Tharreau,CH4,CH0880,268,287,197,219,171,278,149,166,194,112,90,179,196,232,0,153,255
China,Yunnan,Didier Tharreau,CH4,CH0881,268,287,197,215,171,278,149,166,194,112,90,179,196,226,139,153,243
China,Yunnan,Didier Tharreau,CH4,CH0882,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0884,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0885,268,287,197,219,171,278,149,166,194,112,90,179,196,232,139,153,255
China,Yunnan,Didier Tharreau,CH4,CH0886,268,287,197,219,171,278,149,166,194,112,90,179,196,232,0,153,255
China,Yunnan,Didier Tharreau,CH4,CH0887,268,287,197,215,171,278,149,166,194,112,90,179,196,228,0,153,0
China,Yunnan,Didier Tharreau,CH4,CH0889,268,287,197,215,171,278,149,166,194,112,90,179,196,228,139,153,0
China,Yunnan,Dounia Saleh,CH1-2009,CH1064,253,284,207,211,173,284,167,170,218,109,96,161,196,204,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1065,253,284,205,229,169,284,165,166,192,109,88,163,196,220,139,177,299
China,Yunnan,Dounia Saleh,CH1-2009,CH1066,256,284,205,239,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1069,253,284,205,211,165,284,161,0,216,109,92,161,193,240,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1070,253,284,205,223,165,284,161,0,216,109,92,161,193,234,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1071,253,284,205,225,165,281,163,166,218,109,92,169,202,244,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1072,253,284,205,225,165,278,0,168,216,109,92,163,193,240,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1073,253,284,205,223,173,281,167,170,220,112,88,161,196,246,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1074,253,284,205,225,165,278,161,170,200,109,90,161,193,216,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1075,253,284,201,223,173,278,161,170,218,109,90,163,193,248,139,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1076,253,284,207,239,165,284,163,168,192,109,94,163,193,246,139,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1077,256,284,205,239,165,278,161,0,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1079,253,284,205,225,173,281,169,170,220,112,88,161,196,246,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1080,253,284,207,223,173,284,163,168,196,112,92,163,196,216,136,0,183
China,Yunnan,Dounia Saleh,CH1-2009,CH1081,253,284,207,243,173,284,163,166,196,112,74,163,196,246,139,177,183
China,Yunnan,Dounia Saleh,CH1-2009,CH1082,253,284,205,211,165,284,161,170,216,109,92,161,193,240,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1083,253,284,205,213,165,278,165,170,0,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1084,253,284,205,225,165,278,161,168,200,109,92,163,193,242,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1085,253,284,205,225,165,278,161,168,200,109,92,163,193,242,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1086,253,284,205,225,173,281,169,170,220,112,88,161,196,244,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1087,253,284,207,225,175,278,163,166,218,112,88,161,196,244,139,165,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1088,319,284,205,213,163,278,161,170,218,109,90,161,202,246,136,161,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1089,253,284,205,225,173,281,169,170,220,112,88,161,196,244,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1091,256,284,205,205,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1092,253,284,205,223,173,281,169,170,220,112,88,161,196,244,139,165,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1093,253,284,205,205,175,278,163,0,0,112,96,163,193,214,139,165,299
China,Yunnan,Dounia Saleh,CH1-2009,CH1094,256,284,205,239,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1095,319,284,207,213,175,281,163,170,220,112,88,161,196,248,139,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1096,253,281,205,229,165,284,161,168,216,109,86,0,193,0,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1097,253,287,199,225,177,284,161,168,218,112,88,163,199,228,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1098,253,284,205,223,175,284,167,170,196,112,88,163,196,215,136,177,183
China,Yunnan,Dounia Saleh,CH1-2009,CH1100,319,287,205,211,175,284,163,168,196,112,74,161,196,214,136,157,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1101,253,284,205,213,165,284,161,166,196,109,92,163,193,248,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1102,278,284,205,213,165,278,167,166,194,124,98,161,193,234,136,181,287
China,Yunnan,Dounia Saleh,CH1-2009,CH1103,278,284,203,211,163,281,165,166,194,124,98,161,193,234,136,161,291
China,Yunnan,Dounia Saleh,CH1-2009,CH1104,253,284,199,211,163,270,163,166,188,109,88,161,196,217,142,161,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1105,253,284,205,223,165,281,163,166,218,109,92,169,202,244,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1106,253,287,199,0,165,278,151,166,188,112,92,0,196,0,139,177,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1109,253,284,205,225,165,278,0,170,200,109,90,0,193,0,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1110,253,284,205,213,163,281,165,166,214,109,88,163,196,217,139,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1111,296,284,205,217,163,284,161,170,216,109,88,161,196,232,136,161,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1112,253,281,205,217,163,278,165,166,228,109,88,161,196,217,139,165,299
China,Yunnan,Dounia Saleh,CH1-2009,CH1113,253,284,205,223,165,284,161,170,216,109,92,163,193,216,139,177,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1114,253,284,205,223,165,281,163,166,218,109,92,171,202,246,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1115,253,284,205,223,173,281,167,170,220,112,88,161,196,244,139,165,189
China,Yunnan,Dounia Saleh,CH1-2009,CH1116,253,287,199,223,173,284,167,170,0,112,88,163,196,248,136,177,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1117,253,284,207,223,165,281,159,168,218,112,92,161,172,248,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1118,253,287,0,0,175,281,169,166,194,112,90,161,193,248,142,181,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1119,253,284,203,213,163,278,161,168,200,109,92,163,193,240,136,0,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1120,274,284,207,0,0,278,161,166,194,112,94,167,196,226,136,169,263
China,Yunnan,Dounia Saleh,CH1-2009,CH1121,253,284,205,225,165,278,161,170,216,109,92,161,190,244,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1122,253,287,199,223,173,284,167,170,220,112,88,163,196,248,136,177,195
China,Yunnan,Dounia Saleh,CH1-2009,CH1123,253,284,205,223,165,284,169,170,220,109,92,161,196,228,139,165,0
China,Yunnan,Dounia Saleh,CH1-2009,CH1124,253,284,205,227,165,284,161,170,216,109,92,163,193,216,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1125,253,284,205,223,175,278,163,168,214,109,90,161,193,248,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1126,253,284,207,211,173,284,167,166,218,109,96,167,196,204,139,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1127,253,284,205,213,167,278,163,166,216,109,88,161,193,244,139,161,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1130,253,284,205,225,165,278,167,170,216,109,88,161,196,250,136,177,263
China,Yunnan,Dounia Saleh,CH1-2009,CH1131,319,287,205,211,0,284,163,168,196,112,74,161,196,214,136,157,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1134,253,281,205,217,163,278,165,166,228,109,88,161,196,217,139,165,299
China,Yunnan,Dounia Saleh,CH1-2009,CH1135,253,281,205,217,165,278,165,166,228,109,88,161,196,217,139,165,299
China,Yunnan,Dounia Saleh,CH1-2009,CH1136,256,284,205,0,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1137,256,284,205,0,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1138,253,284,0,225,165,278,149,170,216,109,92,161,190,242,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1139,253,284,205,225,165,278,0,170,216,109,92,161,190,242,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1140,253,284,205,221,173,284,169,168,0,112,88,169,196,204,139,169,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1141,253,284,205,221,173,284,169,168,0,112,88,169,196,204,139,169,207
China,Yunnan,Dounia Saleh,CH1-2009,CH1142,319,287,207,213,175,278,163,168,218,112,90,163,202,246,136,157,183
China,Yunnan,Dounia Saleh,CH1-2009,CH1143,253,287,207,211,175,284,167,166,216,112,90,163,193,246,139,0,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1144,278,284,205,211,163,284,159,168,0,112,92,163,202,244,136,177,287
China,Yunnan,Dounia Saleh,CH1-2009,CH1146,253,287,0,239,0,284,163,170,216,112,74,167,196,234,136,177,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1148,253,284,0,225,165,278,161,170,200,109,90,161,193,240,136,165,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1149,256,284,0,239,165,278,161,168,200,109,92,161,193,218,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1150,253,287,0,223,165,284,163,168,216,112,74,161,202,246,136,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1151,253,284,205,243,165,284,163,166,196,112,92,163,196,226,139,177,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1152,319,284,0,215,163,278,161,170,218,109,90,161,202,246,136,161,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1153,253,284,203,225,175,284,163,168,216,112,92,163,193,244,136,181,211
China,Yunnan,Dounia Saleh,CH1-2009,CH1154,253,287,0,239,0,284,163,170,216,112,74,167,196,234,136,177,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1158,281,287,199,213,163,284,169,166,216,112,88,161,196,217,139,165,215
China,Yunnan,Dounia Saleh,CH1-2009,CH1161,253,284,0,0,175,278,163,170,194,112,96,163,193,214,139,165,303
China,Yunnan,Dounia Saleh,CH1-2009,CH1164,253,284,199,211,163,284,161,168,256,109,88,161,196,0,0,181,219
China,Yunnan,Dounia Saleh,CH1-2009,CH1165,253,284,199,211,163,284,161,168,0,109,88,161,196,222,139,181,219
China,Yunnan,Dounia Saleh,CH1-2009,CH1166,253,284,199,211,163,0,161,168,218,109,88,161,196,222,0,181,219
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0652,253,284,197,211,163,284,151,169,194,115,70,163,190,228,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0654,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0893,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0894,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0895,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0897,0,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0898,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0899,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0900,253,287,197,211,163,287,151,169,194,115,70,163,190,226,139,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0905,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0906,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0908,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0909,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0912,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0914,253,284,197,211,163,287,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0915,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0916,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0917,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0919,253,284,197,211,163,269,151,169,200,115,70,161,190,208,139,161,239
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0920,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0923,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0924,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0925,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0927,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0930,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0931,253,281,197,211,163,281,155,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0932,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0933,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0934,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0935,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0936,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0937,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0939,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0940,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0942,253,281,197,217,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0943,253,284,197,211,163,284,151,169,194,118,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0946,253,281,197,211,163,284,151,169,194,118,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0947,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0948,250,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0949,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0950,253,284,197,211,163,284,151,169,194,115,70,161,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0951,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0952,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0953,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0954,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0955,253,284,197,211,163,281,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0956,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0959,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0963,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0964,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD0972,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,215
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1093,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1094,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1097,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,251
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1098,253,281,197,211,163,281,145,169,194,115,70,161,190,226,139,161,251
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1099,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1104,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1106,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1110,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1118,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1120,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1121,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1122,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1123,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1124,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1127,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1128,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1129,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1130,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1131,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1132,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1133,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,259
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1134,253,284,197,211,163,284,151,169,194,115,70,161,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1136,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1140,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,0,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1143,253,284,197,211,163,284,151,169,194,118,70,161,190,226,139,0,0
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1147,253,284,197,211,163,281,151,169,194,115,70,163,190,226,139,161,275
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1148,253,284,197,211,163,284,151,169,194,115,70,161,190,208,139,161,239
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1149,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1150,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1151,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1153,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1155,253,284,197,211,163,284,151,169,194,115,70,161,190,0,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1167,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1170,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1172,253,284,197,211,163,284,151,169,194,115,70,163,190,226,0,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1173,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1175,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1184,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1188,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1198,253,284,197,211,163,284,151,169,194,115,70,163,190,228,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1201,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1204,253,284,197,211,163,284,151,169,194,115,70,163,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1205,253,284,197,211,163,284,151,169,194,115,70,161,190,226,139,161,255
Madagascar,Andranomanelatra,Dodelys Andriantsimialona,MD,MD1211,253,281,197,211,163,281,151,169,194,115,70,161,190,226,139,161,255